survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_band,family
0,3,1,47,0,0,7,S,Third,man,1,C,Southampton,no,1,4,1
0,3,0,28,0,2,7,Q,Third,woman,0,C,Queenstown,no,0,2,3
0,2,1,37,1,0,26,S,Second,man,1,C,Southampton,no,0,3,2
0,3,1,36,1,1,24,S,Third,man,1,C,Southampton,no,0,3,3
1,2,0,28,0,0,33,S,Second,woman,0,C,Southampton,yes,1,2,1
0,3,1,49,0,0,0,S,Third,man,1,C,Southampton,no,1,4,1
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
1,1,1,49,1,0,56,C,First,man,1,A,Cherbourg,yes,0,4,2
1,2,0,24,2,1,27,S,Second,woman,0,C,Southampton,yes,0,2,4
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,1,1,28,0,0,42,S,First,man,1,C,Southampton,no,1,2,1
0,3,1,44,0,0,8,S,Third,man,1,C,Southampton,no,1,4,1
1,1,1,35,0,0,26,C,First,man,1,C,Cherbourg,yes,1,3,1
0,3,1,36,1,0,15,S,Third,man,1,C,Southampton,no,0,3,2
0,3,1,30,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
1,1,1,27,0,0,30,S,First,man,1,C,Southampton,yes,1,2,1
1,2,0,22,1,2,41,C,Second,woman,0,C,Cherbourg,yes,0,2,4
1,1,0,40,0,0,153,S,First,woman,0,C,Southampton,yes,1,4,1
0,3,0,39,1,5,31,S,Third,woman,0,C,Southampton,no,0,3,7
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,28,1,0,15,Q,Third,woman,0,C,Queenstown,yes,0,2,2
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
0,3,1,35,0,0,8,S,Third,man,1,C,Southampton,no,1,3,1
1,2,0,24,1,2,65,S,Second,woman,0,C,Southampton,yes,0,2,4
0,3,1,34,1,1,14,S,Third,man,1,C,Southampton,no,0,3,3
0,3,0,26,1,0,16,S,Third,woman,0,C,Southampton,no,0,2,2
1,2,0,4,2,1,39,S,Second,child,0,F,Southampton,yes,0,0,4
0,2,1,26,0,0,10,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,27,1,0,14,C,Third,man,1,C,Cherbourg,no,0,2,2
1,1,1,42,1,0,52,S,First,man,1,D,Southampton,yes,0,4,2
1,3,1,20,1,1,15,C,Third,man,1,C,Cherbourg,yes,0,2,3
0,3,1,21,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,21,0,0,16,S,Third,man,1,C,Southampton,no,1,2,1
0,1,1,61,0,0,32,S,First,man,1,D,Southampton,no,1,6,1
0,2,1,57,0,0,12,Q,Second,man,1,C,Queenstown,no,1,5,1
1,1,0,21,0,0,77,S,First,woman,0,D,Southampton,yes,1,2,1
0,3,1,26,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
1,1,1,80,0,0,30,S,First,man,1,A,Southampton,yes,1,7,1
0,3,1,51,0,0,7,S,Third,man,1,C,Southampton,no,1,5,1
1,1,1,32,0,0,30,C,First,man,1,B,Cherbourg,yes,1,3,1
0,1,1,28,0,0,0,S,First,man,1,C,Southampton,no,1,2,1
0,3,0,9,3,2,27,S,Third,child,0,C,Southampton,no,0,0,6
1,2,0,28,0,0,13,S,Second,woman,0,C,Southampton,yes,1,2,1
0,3,1,32,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
0,2,1,31,1,1,26,S,Second,man,1,C,Southampton,no,0,3,3
0,3,0,41,0,5,39,S,Third,woman,0,C,Southampton,no,0,4,6
0,3,1,28,1,0,16,S,Third,man,1,C,Southampton,no,0,2,2
0,3,1,20,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,1,0,24,0,0,69,C,First,woman,0,B,Cherbourg,yes,1,2,1
0,3,0,2,3,2,27,S,Third,child,0,C,Southampton,no,0,0,6
1,3,1,28,0,0,56,S,Third,man,1,C,Southampton,yes,1,2,1
1,3,0,0,2,1,19,C,Third,child,0,C,Cherbourg,yes,0,0,4
1,1,1,48,1,0,76,C,First,man,1,D,Cherbourg,yes,0,4,2
0,3,1,19,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
1,1,1,56,0,0,35,C,First,man,1,A,Cherbourg,yes,1,5,1
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,23,0,0,7,S,Third,woman,0,C,Southampton,yes,1,2,1
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,2,0,18,0,1,23,S,Second,woman,0,C,Southampton,yes,0,1,2
0,3,1,21,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,yes,1,2,1
0,3,0,18,0,0,6,Q,Third,woman,0,C,Queenstown,no,1,1,1
0,2,1,24,2,0,73,S,Second,man,1,C,Southampton,no,0,2,3
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,0,32,1,1,15,Q,Third,woman,0,C,Queenstown,no,0,3,3
0,2,1,23,0,0,13,S,Second,man,1,C,Southampton,no,1,2,1
0,1,1,58,0,2,113,C,First,man,1,D,Cherbourg,no,0,5,3
1,1,1,50,2,0,133,S,First,man,1,C,Southampton,yes,0,5,3
0,3,1,40,0,0,7,C,Third,man,1,C,Cherbourg,no,1,4,1
0,1,1,47,0,0,25,S,First,man,1,E,Southampton,no,1,4,1
0,3,1,36,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
1,3,1,20,1,0,7,S,Third,man,1,C,Southampton,yes,0,2,2
0,2,1,32,2,0,73,S,Second,man,1,C,Southampton,no,0,3,3
0,2,1,25,0,0,13,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,43,0,0,8,S,Third,man,1,C,Southampton,no,1,4,1
1,1,0,28,1,0,52,S,First,woman,0,C,Southampton,yes,0,2,2
1,2,0,40,1,1,39,S,Second,woman,0,C,Southampton,yes,0,4,3
0,1,1,31,1,0,52,S,First,man,1,B,Southampton,no,0,3,2
0,2,1,70,0,0,10,S,Second,man,1,C,Southampton,no,1,7,1
1,2,1,31,0,0,13,S,Second,man,1,C,Southampton,yes,1,3,1
0,2,1,28,0,0,0,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,18,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
0,3,1,24,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,18,0,0,9,S,Third,woman,0,C,Southampton,yes,1,1,1
0,3,0,43,1,6,46,S,Third,woman,0,C,Southampton,no,0,4,8
1,1,1,36,0,1,512,C,First,man,1,B,Cherbourg,yes,0,3,2
0,3,0,28,0,0,8,Q,Third,woman,0,C,Queenstown,no,1,2,1
1,1,1,27,0,0,76,C,First,man,1,D,Cherbourg,yes,1,2,1
0,3,1,20,0,0,9,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,14,5,2,46,S,Third,child,0,C,Southampton,no,0,1,8
0,2,1,60,1,1,39,S,Second,man,1,C,Southampton,no,0,6,3
0,2,1,25,1,2,41,C,Second,man,1,C,Cherbourg,no,0,2,4
0,3,1,14,4,1,39,S,Third,child,0,C,Southampton,no,0,1,6
0,3,1,19,0,0,10,S,Third,man,1,C,Southampton,no,1,1,1
0,3,1,18,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
1,1,0,15,0,1,211,S,First,child,0,B,Southampton,yes,0,1,2
1,1,1,31,1,0,57,S,First,man,1,B,Southampton,yes,0,3,2
1,3,0,4,0,1,13,C,Third,child,0,C,Cherbourg,yes,0,0,2
1,3,1,28,0,0,56,S,Third,man,1,C,Southampton,yes,1,2,1
0,3,1,25,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
0,1,1,60,0,0,26,S,First,man,1,C,Southampton,no,1,6,1
0,2,1,52,0,0,13,S,Second,man,1,C,Southampton,no,1,5,1
0,3,1,44,0,0,8,S,Third,man,1,C,Southampton,no,1,4,1
1,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,yes,1,2,1
0,1,1,49,1,1,110,C,First,man,1,C,Cherbourg,no,0,4,3
0,3,1,42,0,0,7,S,Third,man,1,F,Southampton,no,1,4,1
1,1,0,18,1,0,227,C,First,woman,0,C,Cherbourg,yes,0,1,2
1,1,1,35,0,0,26,S,First,man,1,E,Southampton,yes,1,3,1
0,3,0,18,0,1,14,C,Third,woman,0,C,Cherbourg,no,0,1,2
0,3,1,25,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
0,3,1,26,1,0,7,S,Third,man,1,C,Southampton,no,0,2,2
0,2,1,39,0,0,26,S,Second,man,1,C,Southampton,no,1,3,1
1,2,0,45,0,0,13,S,Second,woman,0,C,Southampton,yes,1,4,1
1,1,1,42,0,0,26,S,First,man,1,E,Southampton,yes,1,4,1
1,1,0,22,0,0,151,S,First,woman,0,C,Southampton,yes,1,2,1
1,3,1,28,1,1,15,C,Third,man,1,C,Cherbourg,yes,0,2,3
1,1,0,24,0,0,49,C,First,woman,0,C,Cherbourg,yes,1,2,1
0,1,1,28,0,0,26,S,First,man,1,C,Southampton,no,1,2,1
1,1,1,48,1,0,52,S,First,man,1,C,Southampton,yes,0,4,2
0,3,1,29,0,0,9,S,Third,man,1,C,Southampton,no,1,2,1
0,2,1,52,0,0,13,S,Second,man,1,C,Southampton,no,1,5,1
0,3,1,19,0,0,7,S,Third,man,1,F,Southampton,no,1,1,1
1,1,0,38,0,0,227,C,First,woman,0,C,Cherbourg,yes,1,3,1
1,2,0,27,0,0,10,S,Second,woman,0,E,Southampton,yes,1,2,1
0,3,1,28,0,0,15,Q,Third,man,1,C,Queenstown,no,1,2,1
0,3,1,33,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
1,2,0,6,0,1,33,S,Second,child,0,C,Southampton,yes,0,0,2
0,3,1,17,1,0,7,S,Third,man,1,C,Southampton,no,0,1,2
0,2,1,34,0,0,13,S,Second,man,1,C,Southampton,no,1,3,1
0,2,1,50,0,0,13,S,Second,man,1,C,Southampton,no,1,5,1
1,1,1,27,1,0,53,S,First,man,1,E,Southampton,yes,0,2,2
0,3,1,20,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
1,2,0,30,3,0,21,S,Second,woman,0,C,Southampton,yes,0,3,4
1,3,0,28,0,0,7,Q,Third,woman,0,C,Queenstown,yes,1,2,1
0,2,1,25,1,0,26,S,Second,man,1,C,Southampton,no,0,2,2
0,3,0,25,1,0,7,S,Third,woman,0,C,Southampton,no,0,2,2
1,1,0,29,0,0,211,S,First,woman,0,B,Southampton,yes,1,2,1
0,3,1,11,0,0,18,C,Third,child,0,C,Cherbourg,no,1,1,1
0,2,1,28,0,0,0,S,Second,man,1,C,Southampton,no,1,2,1
0,2,1,23,0,0,13,S,Second,man,1,C,Southampton,no,1,2,1
0,2,1,23,0,0,13,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,16,S,Third,man,1,C,Southampton,no,1,2,1
0,3,0,48,1,3,34,S,Third,woman,0,C,Southampton,no,0,4,5
1,1,1,35,0,0,512,C,First,man,1,B,Cherbourg,yes,1,3,1
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,1,1,28,0,0,30,S,First,man,1,D,Southampton,yes,1,2,1
0,1,1,36,1,0,78,S,First,man,1,C,Southampton,no,0,3,2
1,1,0,21,2,2,262,C,First,woman,0,B,Cherbourg,yes,0,2,5
0,3,1,24,1,0,16,S,Third,man,1,C,Southampton,no,0,2,2
1,3,1,31,0,0,7,S,Third,man,1,C,Southampton,yes,1,3,1
0,1,1,70,1,1,71,S,First,man,1,B,Southampton,no,0,7,3
0,3,1,16,1,1,20,S,Third,man,1,C,Southampton,no,0,1,3
1,2,0,30,0,0,13,S,Second,woman,0,C,Southampton,yes,1,3,1
0,1,1,19,1,0,53,S,First,man,1,D,Southampton,no,0,1,2
0,3,1,31,0,0,7,Q,Third,man,1,C,Queenstown,no,1,3,1
1,2,0,4,1,1,23,S,Second,child,0,C,Southampton,yes,0,0,3
1,3,1,6,0,1,12,S,Third,child,0,E,Southampton,yes,0,0,2
0,3,1,33,0,0,9,S,Third,man,1,C,Southampton,no,1,3,1
0,3,1,23,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,2,0,48,1,2,65,S,Second,woman,0,C,Southampton,yes,0,4,4
1,2,1,0,1,1,14,S,Second,child,0,C,Southampton,yes,0,0,3
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,2,1,18,0,0,11,S,Second,man,1,C,Southampton,no,1,1,1
0,3,1,34,0,0,8,S,Third,man,1,C,Southampton,no,1,3,1
1,1,0,33,0,0,86,S,First,woman,0,B,Southampton,yes,1,3,1
0,3,1,28,0,0,14,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,41,0,0,7,S,Third,man,1,C,Southampton,no,1,4,1
1,3,1,20,0,0,7,C,Third,man,1,C,Cherbourg,yes,1,2,1
1,1,0,36,1,2,120,S,First,woman,0,B,Southampton,yes,0,3,4
0,3,1,16,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
1,1,0,51,1,0,77,S,First,woman,0,D,Southampton,yes,0,5,2
0,1,1,28,0,0,39,C,First,man,1,C,Cherbourg,no,1,2,1
0,3,0,30,0,0,7,Q,Third,woman,0,C,Queenstown,no,1,3,1
0,3,1,28,1,0,24,Q,Third,man,1,C,Queenstown,no,0,2,2
0,3,1,32,0,0,8,S,Third,man,1,C,Southampton,no,1,3,1
0,3,1,24,0,0,9,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,48,0,0,7,S,Third,man,1,C,Southampton,no,1,4,1
0,2,0,57,0,0,10,S,Second,woman,0,E,Southampton,no,1,5,1
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
1,2,0,54,1,3,23,S,Second,woman,0,C,Southampton,yes,0,5,5
0,3,1,18,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
0,3,1,28,0,0,7,Q,Third,man,1,F,Queenstown,no,1,2,1
1,3,0,5,0,0,12,S,Third,child,0,C,Southampton,yes,1,0,1
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
1,1,0,43,0,1,211,S,First,woman,0,B,Southampton,yes,0,4,2
1,3,0,13,0,0,7,C,Third,child,0,C,Cherbourg,yes,1,1,1
1,1,0,17,1,0,57,S,First,woman,0,B,Southampton,yes,0,1,2
0,1,1,29,0,0,30,S,First,man,1,D,Southampton,no,1,2,1
0,3,1,28,1,2,23,S,Third,man,1,C,Southampton,no,0,2,4
0,3,1,25,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,25,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,3,0,18,0,0,7,S,Third,woman,0,C,Southampton,yes,1,1,1
0,3,1,8,4,1,29,Q,Third,child,0,C,Queenstown,no,0,0,6
1,3,1,1,1,2,20,S,Third,child,0,C,Southampton,yes,0,0,4
0,1,1,46,0,0,79,C,First,man,1,B,Cherbourg,no,1,4,1
0,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,no,1,2,1
0,2,1,16,0,0,26,S,Second,man,1,C,Southampton,no,1,1,1
0,3,0,28,8,2,69,S,Third,woman,0,C,Southampton,no,0,2,11
0,1,1,28,0,0,30,C,First,man,1,C,Cherbourg,no,1,2,1
0,3,1,25,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,2,1,39,0,0,13,S,Second,man,1,C,Southampton,no,1,3,1
1,1,0,49,0,0,25,S,First,woman,0,D,Southampton,yes,1,4,1
1,3,0,31,0,0,8,S,Third,woman,0,C,Southampton,yes,1,3,1
0,3,1,30,0,0,7,C,Third,man,1,C,Cherbourg,no,1,3,1
0,3,0,30,1,1,24,S,Third,woman,0,C,Southampton,no,0,3,3
0,2,1,34,0,0,13,S,Second,man,1,C,Southampton,no,1,3,1
1,2,0,31,1,1,26,S,Second,woman,0,C,Southampton,yes,0,3,3
1,1,1,11,1,2,120,S,First,child,0,B,Southampton,yes,0,1,4
1,3,1,0,0,1,8,C,Third,child,0,C,Cherbourg,yes,0,0,2
1,3,1,27,0,0,6,S,Third,man,1,C,Southampton,yes,1,2,1
0,3,1,31,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
0,1,1,39,0,0,0,S,First,man,1,A,Southampton,no,1,3,1
0,3,0,18,0,0,7,S,Third,woman,0,C,Southampton,no,1,1,1
0,2,1,39,0,0,13,S,Second,man,1,C,Southampton,no,1,3,1
1,1,0,33,1,0,53,S,First,woman,0,E,Southampton,yes,0,3,2
0,3,1,26,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,39,0,0,24,S,Third,man,1,C,Southampton,no,1,3,1
0,2,1,35,0,0,10,S,Second,man,1,C,Southampton,no,1,3,1
0,3,0,6,4,2,31,S,Third,child,0,C,Southampton,no,0,0,7
0,3,1,30,0,0,8,S,Third,man,1,C,Southampton,no,1,3,1
0,1,1,28,0,0,0,S,First,man,1,B,Southampton,no,1,2,1
0,3,0,23,0,0,7,S,Third,woman,0,C,Southampton,no,1,2,1
0,2,1,31,1,1,37,C,Second,man,1,C,Cherbourg,no,0,3,3
0,3,1,43,0,0,6,S,Third,man,1,C,Southampton,no,1,4,1
0,3,1,10,3,2,27,S,Third,child,0,C,Southampton,no,0,1,6
1,1,0,52,1,1,93,S,First,woman,0,B,Southampton,yes,0,5,3
1,3,1,27,0,0,8,S,Third,man,1,C,Southampton,yes,1,2,1
0,1,1,38,0,0,0,S,First,man,1,C,Southampton,no,1,3,1
1,3,0,27,0,1,12,S,Third,woman,0,E,Southampton,yes,0,2,2
0,3,1,2,4,1,39,S,Third,child,0,C,Southampton,no,0,0,6
0,3,1,28,0,0,6,Q,Third,man,1,C,Queenstown,no,1,2,1
0,3,1,28,0,0,56,S,Third,man,1,C,Southampton,no,1,2,1
1,2,1,1,0,2,37,C,Second,child,0,C,Cherbourg,yes,0,0,3
1,3,1,28,0,0,7,Q,Third,man,1,C,Queenstown,yes,1,2,1
1,1,0,62,0,0,80,S,First,woman,0,B,Southampton,yes,1,6,1
1,3,0,15,1,0,14,C,Third,child,0,C,Cherbourg,yes,0,1,2
1,2,1,0,1,1,18,S,Second,child,0,C,Southampton,yes,0,0,3
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
0,3,1,23,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,18,0,0,8,S,Third,man,1,C,Southampton,no,1,1,1
1,1,0,39,1,1,83,C,First,woman,0,E,Cherbourg,yes,0,3,3
0,3,1,21,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,28,0,0,8,S,Third,man,1,C,Southampton,no,1,2,1
1,3,1,32,0,0,56,S,Third,man,1,C,Southampton,yes,1,3,1
1,1,1,28,0,0,29,C,First,man,1,C,Cherbourg,yes,1,2,1
0,3,1,20,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,2,1,16,0,0,10,S,Second,man,1,C,Southampton,no,1,1,1
1,1,0,30,0,0,31,C,First,woman,0,C,Cherbourg,yes,1,3,1
0,3,1,34,0,0,6,C,Third,man,1,C,Cherbourg,no,1,3,1
0,3,1,17,0,0,8,S,Third,man,1,C,Southampton,no,1,1,1
0,3,1,42,0,0,7,S,Third,man,1,C,Southampton,no,1,4,1
0,3,1,28,8,2,69,S,Third,man,1,C,Southampton,no,0,2,11
0,3,1,35,0,0,7,C,Third,man,1,C,Cherbourg,no,1,3,1
0,2,1,28,0,1,33,S,Second,man,1,C,Southampton,no,0,2,2
1,1,0,28,1,0,89,C,First,woman,0,C,Cherbourg,yes,0,2,2
0,3,1,4,4,2,31,S,Third,child,0,C,Southampton,no,0,0,7
0,3,1,74,0,0,7,S,Third,man,1,C,Southampton,no,1,7,1
0,3,0,9,1,1,15,C,Third,child,0,C,Cherbourg,no,0,0,3
1,1,0,16,0,1,39,S,First,woman,0,D,Southampton,yes,0,1,2
0,2,0,44,1,0,26,S,Second,woman,0,C,Southampton,no,0,4,2
1,3,0,18,0,1,9,S,Third,woman,0,C,Southampton,yes,0,1,2
1,1,0,45,1,1,164,S,First,woman,0,C,Southampton,yes,0,4,3
1,1,1,51,0,0,26,S,First,man,1,E,Southampton,yes,1,5,1
1,3,0,24,0,3,19,C,Third,woman,0,C,Cherbourg,yes,0,2,4
0,3,1,28,0,0,7,C,Third,man,1,C,Cherbourg,no,1,2,1
0,3,1,41,2,0,14,S,Third,man,1,C,Southampton,no,0,4,3
0,2,1,21,1,0,11,S,Second,man,1,C,Southampton,no,0,2,2
1,1,0,48,0,0,25,S,First,woman,0,D,Southampton,yes,1,4,1
0,3,0,28,8,2,69,S,Third,woman,0,C,Southampton,no,0,2,11
0,2,1,24,0,0,13,S,Second,man,1,C,Southampton,no,1,2,1
1,2,0,42,0,0,13,S,Second,woman,0,C,Southampton,yes,1,4,1
1,2,0,27,1,0,13,C,Second,woman,0,C,Cherbourg,yes,0,2,2
0,1,1,31,0,0,50,S,First,man,1,A,Southampton,no,1,3,1
0,3,1,28,0,0,9,S,Third,man,1,C,Southampton,no,1,2,1
1,3,1,4,1,1,11,S,Third,child,0,C,Southampton,yes,0,0,3
0,3,1,26,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,1,0,47,1,1,52,S,First,woman,0,D,Southampton,yes,0,4,3
0,1,1,33,0,0,5,S,First,man,1,B,Southampton,no,1,3,1
0,3,1,47,0,0,9,S,Third,man,1,C,Southampton,no,1,4,1
1,2,0,28,1,0,24,C,Second,woman,0,C,Cherbourg,yes,0,2,2
1,3,0,15,0,0,7,C,Third,child,0,C,Cherbourg,yes,1,1,1
0,3,1,20,0,0,9,S,Third,man,1,C,Southampton,no,1,2,1
0,3,1,19,0,0,7,S,Third,man,1,C,Southampton,no,1,1,1
0,3,1,28,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
1,1,0,56,0,1,83,C,First,woman,0,C,Cherbourg,yes,0,5,2
1,2,0,25,0,1,26,S,Second,woman,0,C,Southampton,yes,0,2,2
0,3,1,33,0,0,7,S,Third,man,1,C,Southampton,no,1,3,1
0,3,0,22,0,0,10,S,Third,woman,0,C,Southampton,no,1,2,1
0,2,1,28,0,0,10,S,Second,man,1,C,Southampton,no,1,2,1
0,3,1,25,0,0,7,S,Third,man,1,C,Southampton,no,1,2,1
0,3,0,39,0,5,29,Q,Third,woman,0,C,Queenstown,no,0,3,6
0,2,1,27,0,0,13,S,Second,man,1,C,Southampton,no,1,2,1
1,1,0,19,0,0,30,S,First,woman,0,B,Southampton,yes,1,1,1
0,3,0,28,1,2,23,S,Third,woman,0,C,Southampton,no,0,2,4
1,1,1,26,0,0,30,C,First,man,1,C,Cherbourg,yes,1,2,1
0,3,1,32,0,0,7,Q,Third,man,1,C,Queenstown,no,1,3,1
